Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDL45,15.6,Low Fat,0.037901015,Snack Foods,124.1704,OUT017,2007,,Tier 2,Supermarket Type1,1877.556
FDO40,17.1,Low Fat,0.032812669,Frozen Foods,147.1392,OUT017,2007,,Tier 2,Supermarket Type1,2237.088
FDH14,17.1,Regular,0.047073322,Canned,138.6838,OUT017,2007,,Tier 2,Supermarket Type1,2950.1598
DRG37,16.2,Low Fat,0.019378432,Soft Drinks,156.4972,OUT046,1997,Small,Tier 1,Supermarket Type1,1090.5804
NCP55,14.65,Low Fat,0.0,Others,56.4614,OUT010,1998,,Tier 3,Grocery Store,55.2614
DRH37,,Low Fat,0.072864869,Soft Drinks,165.2526,OUT019,1985,Small,Tier 1,Grocery Store,822.263
FDS13,6.465,Low Fat,0.0,Canned,263.1884,OUT018,2009,Medium,Tier 3,Supermarket Type2,2914.8724
FDT43,16.35,Low Fat,0.020631654,Fruits and Vegetables,50.1324,OUT018,2009,Medium,Tier 3,Supermarket Type2,467.3916
FDE17,20.1,Regular,0.054455495,Frozen Foods,149.5366,OUT046,1997,Small,Tier 1,Supermarket Type1,2871.5954
FDL08,10.8,Low Fat,0.049677651,Fruits and Vegetables,245.9144,OUT013,1987,High,Tier 3,Supermarket Type1,4655.2736
FDC10,,Regular,0.07252476,Snack Foods,120.3098,OUT027,1985,Medium,Tier 3,Supermarket Type3,1687.1372
FDV38,,Low Fat,0.101281,Dairy,55.0956,OUT027,1985,Medium,Tier 3,Supermarket Type3,2020.0372
FDZ08,12.5,Regular,0.109900843,Fruits and Vegetables,83.0592,OUT013,1987,High,Tier 3,Supermarket Type1,743.0328
FDV28,16.1,Regular,0.159595473,Frozen Foods,32.8558,OUT013,1987,High,Tier 3,Supermarket Type1,339.558
NCX54,9.195,Low Fat,0.048050783,Household,105.6622,OUT035,2004,Small,Tier 2,Supermarket Type1,1693.7952
FDR47,17.85,Low Fat,0.087824967,Breads,196.0794,OUT018,2009,Medium,Tier 3,Supermarket Type2,1755.7146
FDY35,17.6,Regular,0.026827052,Breads,47.8402,OUT010,1998,,Tier 3,Grocery Store,91.8804
FDE08,,Low Fat,0.049080853,Fruits and Vegetables,147.7734,OUT027,1985,Medium,Tier 3,Supermarket Type3,4602.6754
FDW19,12.35,Regular,0.038657256,Fruits and Vegetables,110.257,OUT018,2009,Medium,Tier 3,Supermarket Type2,1757.712
NCK53,,Low Fat,0.0,Health and Hygiene,100.8042,OUT027,1985,Medium,Tier 3,Supermarket Type3,3472.147
NCO42,,Low Fat,0.024536199,Household,144.6102,OUT027,1985,Medium,Tier 3,Supermarket Type3,3791.0652
NCZ54,,Low Fat,0.082955719,Household,164.0552,OUT027,1985,Medium,Tier 3,Supermarket Type3,5523.4768
FDO58,19.6,Low Fat,0.039638705,Snack Foods,166.0526,OUT049,1999,Medium,Tier 1,Supermarket Type1,3124.5994
FDW24,6.8,Low Fat,0.037555348,Baking Goods,49.6034,OUT049,1999,Medium,Tier 1,Supermarket Type1,972.068
FDH41,9.0,Low Fat,0.082177842,Frozen Foods,214.1534,OUT045,2002,,Tier 2,Supermarket Type1,1720.4272
FDX10,6.385,Regular,0.123961415,Snack Foods,33.2874,OUT045,2002,,Tier 2,Supermarket Type1,141.1496
NCY18,7.285,Low Fat,0.031125709,Household,174.3054,OUT013,1987,High,Tier 3,Supermarket Type1,4377.635
FDP59,,Regular,0.056192276,Breads,103.1648,OUT027,1985,Medium,Tier 3,Supermarket Type3,1973.4312
FDD56,15.2,Regular,0.173703549,Fruits and Vegetables,175.8054,OUT010,1998,,Tier 3,Grocery Store,1050.6324
FDS28,8.18,reg,0.082529704,Frozen Foods,56.9588,OUT049,1999,Medium,Tier 1,Supermarket Type1,744.3644
FDJ09,15.0,Low Fat,0.058725134,Snack Foods,43.6744,OUT017,2007,,Tier 2,Supermarket Type1,407.4696
FDU22,,Low Fat,0.163350221,Snack Foods,120.2124,OUT019,1985,Small,Tier 1,Grocery Store,474.0496
FDZ58,,Low Fat,0.051924192,Snack Foods,121.0072,OUT027,1985,Medium,Tier 3,Supermarket Type3,2940.1728
NCC19,,Low Fat,0.096411426,Household,192.982,OUT027,1985,Medium,Tier 3,Supermarket Type3,4633.968
NCE06,,Low Fat,0.091042211,Household,162.6894,OUT027,1985,Medium,Tier 3,Supermarket Type3,2588.6304
FDN10,11.5,Low Fat,0.046217345,Snack Foods,120.3124,OUT045,2002,,Tier 2,Supermarket Type1,474.0496
DRG27,,Low Fat,0.184035253,Dairy,42.2138,OUT019,1985,Small,Tier 1,Grocery Store,40.6138
FDO58,19.6,Low Fat,0.039577173,Snack Foods,166.1526,OUT046,1997,Small,Tier 1,Supermarket Type1,2960.1468
FDV28,16.1,Regular,0.159728395,Frozen Foods,34.3558,OUT046,1997,Small,Tier 1,Supermarket Type1,271.6464
FDE32,20.7,Low Fat,0.04874969,Fruits and Vegetables,37.5506,OUT035,2004,Small,Tier 2,Supermarket Type1,113.8518
FDN13,18.6,Low Fat,0.152058281,Breakfast,99.9358,OUT046,1997,Small,Tier 1,Supermarket Type1,201.0716
FDA04,11.3,Regular,0.066865326,Frozen Foods,260.1962,OUT045,2002,,Tier 2,Supermarket Type1,2848.9582
NCR42,9.105,Low Fat,0.064410783,Household,33.39,OUT010,1998,,Tier 3,Grocery Store,33.29
FDY50,,Low Fat,0.130321652,Dairy,88.7172,OUT027,1985,Medium,Tier 3,Supermarket Type3,3301.0364
FDN02,,Low Fat,0.073470234,Canned,205.3638,OUT027,1985,Medium,Tier 3,Supermarket Type3,5383.6588
FDQ13,11.1,Low Fat,0.010632752,Canned,82.5908,OUT013,1987,High,Tier 3,Supermarket Type1,1510.0344
NCB30,14.6,Low Fat,0.043021542,Household,196.9084,OUT010,1998,,Tier 3,Grocery Store,595.2252
FDZ38,,Low Fat,0.007962273,Dairy,174.0422,OUT027,1985,Medium,Tier 3,Supermarket Type3,5173.266
FDA15,9.3,LF,0.016113019,Dairy,248.8092,OUT017,2007,,Tier 2,Supermarket Type1,5976.2208
DRJ51,14.1,Low Fat,0.088172355,Dairy,232.2668,OUT045,2002,,Tier 2,Supermarket Type1,4146.6024
DRM37,15.35,Low Fat,0.096379585,Soft Drinks,196.5768,OUT035,2004,Small,Tier 2,Supermarket Type1,4729.8432
FDD38,16.75,Regular,0.00819018,Canned,103.7674,OUT035,2004,Small,Tier 2,Supermarket Type1,2852.2872
FDZ03,13.65,Regular,0.078946455,Dairy,186.024,OUT045,2002,,Tier 2,Supermarket Type1,1118.544
NCZ17,12.15,LF,0.0,Health and Hygiene,39.1506,OUT017,2007,,Tier 2,Supermarket Type1,1480.0734
NCI30,20.25,Low Fat,0.0591756,Household,245.046,OUT018,2009,Medium,Tier 3,Supermarket Type2,4680.574
FDP26,,Low Fat,0.244338986,Dairy,105.9306,OUT019,1985,Small,Tier 1,Grocery Store,209.0612
FDF04,17.5,Low Fat,0.013664703,Frozen Foods,257.7304,OUT045,2002,,Tier 2,Supermarket Type1,5683.2688
FDV20,20.2,Regular,0.059751638,Fruits and Vegetables,129.1678,OUT013,1987,High,Tier 3,Supermarket Type1,1017.3424
FDN46,7.21,Regular,0.14460413,Snack Foods,102.6332,OUT035,2004,Small,Tier 2,Supermarket Type1,2153.1972
FDP44,16.5,Regular,0.07964724,Fruits and Vegetables,101.4332,OUT013,1987,High,Tier 3,Supermarket Type1,1948.1308
NCK07,10.65,Low Fat,0.048677482,Others,166.1526,OUT035,2004,Small,Tier 2,Supermarket Type1,2466.789
FDF05,17.5,Low Fat,0.026848529,Frozen Foods,264.891,OUT013,1987,High,Tier 3,Supermarket Type1,4996.829
FDT22,10.395,Low Fat,0.112553853,Snack Foods,59.022,OUT018,2009,Medium,Tier 3,Supermarket Type2,1378.206
FDH50,,Regular,0.160653682,Canned,185.2266,OUT027,1985,Medium,Tier 3,Supermarket Type3,5901.6512
FDS01,11.6,Low Fat,0.017845372,Canned,179.0686,OUT017,2007,,Tier 2,Supermarket Type1,5688.5952
FDR11,10.5,Regular,0.142759833,Breads,159.3578,OUT049,1999,Medium,Tier 1,Supermarket Type1,3048.6982
NCD07,9.1,Low Fat,0.0,Household,114.4518,OUT046,1997,Small,Tier 1,Supermarket Type1,1593.9252
FDA35,14.85,Regular,0.053921264,Baking Goods,123.0072,OUT049,1999,Medium,Tier 1,Supermarket Type1,1960.1152
FDM50,13.0,Regular,0.030083482,Canned,61.922,OUT035,2004,Small,Tier 2,Supermarket Type1,1557.972
DRI25,19.6,Low Fat,0.056744064,Soft Drinks,55.6614,OUT010,1998,,Tier 3,Grocery Store,165.7842
FDD29,12.15,Low Fat,0.018407033,Frozen Foods,254.7698,OUT035,2004,Small,Tier 2,Supermarket Type1,5834.4054
FDK48,7.445,Low Fat,0.037708542,Baking Goods,74.7354,OUT045,2002,,Tier 2,Supermarket Type1,1128.531
FDH20,16.1,Regular,0.024987903,Fruits and Vegetables,97.341,OUT049,1999,Medium,Tier 1,Supermarket Type1,1255.033
FDT07,5.82,reg,0.0,Fruits and Vegetables,256.633,OUT049,1999,Medium,Tier 1,Supermarket Type1,2050.664
FDG32,,low fat,0.17514326,Fruits and Vegetables,222.3772,OUT027,1985,Medium,Tier 3,Supermarket Type3,9562.2196
NCM07,9.395,Low Fat,0.040124625,Others,85.1908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1342.2528
FDX31,20.35,Regular,0.014909465,Fruits and Vegetables,232.3958,OUT017,2007,,Tier 2,Supermarket Type1,6076.0908
FDJ27,17.7,Regular,0.122372504,Meat,101.5674,OUT018,2009,Medium,Tier 3,Supermarket Type2,1629.8784
FDA48,12.1,Low Fat,0.115107028,Baking Goods,222.0114,OUT045,2002,,Tier 2,Supermarket Type1,3547.3824
FDK52,,Low Fat,0.0,Frozen Foods,225.3062,OUT027,1985,Medium,Tier 3,Supermarket Type3,4288.4178
NCN41,,Low Fat,0.091411749,Health and Hygiene,121.373,OUT019,1985,Small,Tier 1,Grocery Store,369.519
DRJ49,6.865,Low Fat,0.014021626,Soft Drinks,127.1652,OUT045,2002,,Tier 2,Supermarket Type1,1291.652
FDA27,20.35,Regular,0.0,Dairy,256.7672,OUT018,2009,Medium,Tier 3,Supermarket Type2,5624.6784
DRP47,15.75,Low Fat,0.140603316,Hard Drinks,252.8382,OUT046,1997,Small,Tier 1,Supermarket Type1,6308.455
FDT07,5.82,Regular,0.077254736,Fruits and Vegetables,257.633,OUT013,1987,High,Tier 3,Supermarket Type1,1537.998
NCQ54,17.7,Low Fat,0.012567811,Household,168.4474,OUT045,2002,,Tier 2,Supermarket Type1,2358.2636
FDT07,5.82,Regular,0.077304459,Fruits and Vegetables,257.633,OUT035,2004,Small,Tier 2,Supermarket Type1,4613.994
FDU33,,Regular,0.134057426,Snack Foods,45.3402,OUT027,1985,Medium,Tier 3,Supermarket Type3,918.804
FDV12,16.7,Regular,0.060863167,Baking Goods,97.6384,OUT035,2004,Small,Tier 2,Supermarket Type1,2857.6136
NCJ05,18.7,Low Fat,0.04604992,Health and Hygiene,151.9682,OUT013,1987,High,Tier 3,Supermarket Type1,3354.3004
FDO11,8.0,Regular,0.050657232,Breads,249.9092,OUT010,1998,,Tier 3,Grocery Store,249.0092
NCX54,9.195,Low Fat,0.048331717,Household,105.1622,OUT017,2007,,Tier 2,Supermarket Type1,1693.7952
FDI32,17.7,Low Fat,0.174228338,Fruits and Vegetables,117.1834,OUT013,1987,High,Tier 3,Supermarket Type1,691.1004
NCB42,11.8,Low Fat,0.008559557,Health and Hygiene,117.2492,OUT035,2004,Small,Tier 2,Supermarket Type1,2432.8332
FDF52,,Low Fat,0.066459891,Frozen Foods,184.2292,OUT027,1985,Medium,Tier 3,Supermarket Type3,4560.73
FDT03,21.25,Low Fat,0.009998763,Meat,182.3608,OUT046,1997,Small,Tier 1,Supermarket Type1,551.2824
FDG10,6.63,Regular,0.018310142,Snack Foods,57.7588,OUT010,1998,,Tier 3,Grocery Store,57.2588
FDT52,9.695,Regular,0.047503318,Frozen Foods,244.6144,OUT049,1999,Medium,Tier 1,Supermarket Type1,3185.1872
FDM21,,Low Fat,0.064052392,Snack Foods,256.1646,OUT027,1985,Medium,Tier 3,Supermarket Type3,7472.2734
FDS43,11.65,Low Fat,0.040577878,Fruits and Vegetables,188.224,OUT049,1999,Medium,Tier 1,Supermarket Type1,1304.968
FDF56,16.7,Regular,0.119439636,Fruits and Vegetables,182.1976,OUT035,2004,Small,Tier 2,Supermarket Type1,724.3904
FDL02,20.0,Regular,0.104083376,Canned,107.4622,OUT046,1997,Small,Tier 1,Supermarket Type1,3705.177
FDG21,,Regular,0.145591438,Seafood,148.705,OUT027,1985,Medium,Tier 3,Supermarket Type3,1797.66
FDE23,17.6,Regular,0.053481818,Starchy Foods,47.806,OUT017,2007,,Tier 2,Supermarket Type1,1071.938
NCC42,15.0,Low Fat,0.044871033,Health and Hygiene,140.3838,OUT013,1987,High,Tier 3,Supermarket Type1,2528.7084
DRD13,,Low Fat,0.048841794,Soft Drinks,64.7168,OUT027,1985,Medium,Tier 3,Supermarket Type3,3068.0064
FDN21,,LF,0.076483451,Snack Foods,163.1236,OUT027,1985,Medium,Tier 3,Supermarket Type3,2416.854
FDJ38,8.6,Regular,0.040432954,Canned,191.653,OUT017,2007,,Tier 2,Supermarket Type1,3795.06
FDJ20,20.7,Regular,0.100583009,Fruits and Vegetables,123.5388,OUT018,2009,Medium,Tier 3,Supermarket Type2,1981.4208
FDI10,8.51,Regular,0.078526225,Snack Foods,173.5422,OUT049,1999,Medium,Tier 1,Supermarket Type1,5000.8238
NCB18,19.6,Low Fat,0.069112952,Household,90.1514,OUT010,1998,,Tier 3,Grocery Store,442.757
DRJ49,6.865,Low Fat,0.01405025,Soft Drinks,128.9652,OUT018,2009,Medium,Tier 3,Supermarket Type2,1679.1476
FDU38,,Low Fat,0.082150145,Dairy,192.9504,OUT027,1985,Medium,Tier 3,Supermarket Type3,7478.2656
FDZ26,11.6,Regular,0.144017405,Dairy,238.3222,OUT046,1997,Small,Tier 1,Supermarket Type1,5736.5328
FDT26,18.85,Regular,0.068059156,Dairy,120.344,OUT049,1999,Medium,Tier 1,Supermarket Type1,1797.66
FDW25,5.175,LF,0.03736783,Canned,86.9224,OUT013,1987,High,Tier 3,Supermarket Type1,255.6672
FDT56,16.0,Regular,0.116063284,Fruits and Vegetables,59.1246,OUT018,2009,Medium,Tier 3,Supermarket Type2,753.0198
FDZ45,14.1,Low Fat,0.067011609,Snack Foods,197.1084,OUT045,2002,,Tier 2,Supermarket Type1,2182.4924
FDZ36,6.035,Regular,0.065783783,Baking Goods,188.224,OUT046,1997,Small,Tier 1,Supermarket Type1,5779.144
NCY05,13.5,Low Fat,0.05510153,Health and Hygiene,37.0874,OUT045,2002,,Tier 2,Supermarket Type1,952.7598
NCI18,18.35,Low Fat,0.014081156,Household,223.5746,OUT018,2009,Medium,Tier 3,Supermarket Type2,3589.9936
FDQ26,13.5,Regular,0.068148886,Dairy,58.6562,OUT018,2009,Medium,Tier 3,Supermarket Type2,711.0744
FDC32,,Low Fat,0.098629062,Fruits and Vegetables,90.6462,OUT027,1985,Medium,Tier 3,Supermarket Type3,2406.2012
FDT49,7.0,Low Fat,0.0,Canned,105.628,OUT049,1999,Medium,Tier 1,Supermarket Type1,1384.864
NCN18,8.895,Low Fat,0.125222705,Household,113.3544,OUT018,2009,Medium,Tier 3,Supermarket Type2,1006.6896
FDZ20,16.1,Low Fat,0.057422821,Fruits and Vegetables,253.7356,OUT010,1998,,Tier 3,Grocery Store,508.6712
NCD31,12.1,LF,0.015497337,Household,165.5526,OUT018,2009,Medium,Tier 3,Supermarket Type2,3453.5046
FDX24,8.355,low fat,0.013926425,Baking Goods,93.0462,OUT035,2004,Small,Tier 2,Supermarket Type1,1110.5544
FDS51,13.35,Low Fat,0.032230526,Meat,61.4194,OUT049,1999,Medium,Tier 1,Supermarket Type1,743.0328
FDA44,19.7,Low Fat,0.053178425,Fruits and Vegetables,55.993,OUT013,1987,High,Tier 3,Supermarket Type1,905.488
FDG22,,Regular,0.041180766,Snack Foods,37.919,OUT027,1985,Medium,Tier 3,Supermarket Type3,768.999
NCI29,8.6,Low Fat,0.032687702,Health and Hygiene,140.9154,OUT045,2002,,Tier 2,Supermarket Type1,1134.5232
FDY40,15.5,Regular,0.143670179,Frozen Foods,48.4692,OUT010,1998,,Tier 3,Grocery Store,49.2692
DRJ11,9.5,Low Fat,0.085437778,Hard Drinks,188.4872,OUT018,2009,Medium,Tier 3,Supermarket Type2,3592.6568
DRH39,20.7,Low Fat,0.0,Dairy,78.467,OUT046,1997,Small,Tier 1,Supermarket Type1,1607.907
FDI12,9.395,Regular,0.100555034,Baking Goods,88.8856,OUT049,1999,Medium,Tier 1,Supermarket Type1,439.428
FDE11,,Regular,0.23653561,Starchy Foods,184.1924,OUT019,1985,Small,Tier 1,Grocery Store,185.0924
FDC47,15.0,Low Fat,0.19899855,Snack Foods,226.5694,OUT010,1998,,Tier 3,Grocery Store,913.4776
NCY29,13.65,Low Fat,0.077219509,Health and Hygiene,56.493,OUT035,2004,Small,Tier 2,Supermarket Type1,509.337
FDN48,13.35,Low Fat,0.065082452,Baking Goods,93.0804,OUT045,2002,,Tier 2,Supermarket Type1,2113.2492
FDH57,10.895,LF,0.035949725,Fruits and Vegetables,132.9284,OUT017,2007,,Tier 2,Supermarket Type1,3295.71
FDK25,,Regular,0.274592283,Breakfast,167.8474,OUT019,1985,Small,Tier 1,Grocery Store,336.8948
FDN20,19.35,Low Fat,0.026329989,Fruits and Vegetables,169.2474,OUT017,2007,,Tier 2,Supermarket Type1,3705.8428
FDR47,17.85,Low Fat,0.087604647,Breads,196.9794,OUT049,1999,Medium,Tier 1,Supermarket Type1,1560.6352
FDA25,16.5,Regular,0.068511103,Canned,103.699,OUT017,2007,,Tier 2,Supermarket Type1,1651.184
FDY32,,Low Fat,0.226284381,Fruits and Vegetables,163.221,OUT019,1985,Small,Tier 1,Grocery Store,326.242
FDJ33,8.895,Regular,0.088305478,Snack Foods,123.473,OUT035,2004,Small,Tier 2,Supermarket Type1,1478.076
FDR45,10.8,Low Fat,0.028988288,Snack Foods,239.2222,OUT049,1999,Medium,Tier 1,Supermarket Type1,6692.6216
FDM08,10.1,Regular,0.089688978,Fruits and Vegetables,225.5088,OUT010,1998,,Tier 3,Grocery Store,1342.2528
NCK19,9.8,Low Fat,0.090390357,Others,192.1478,OUT013,1987,High,Tier 3,Supermarket Type1,2324.9736
FDZ14,7.71,Regular,0.047588696,Dairy,122.4756,OUT046,1997,Small,Tier 1,Supermarket Type1,605.878
FDY47,8.6,Regular,0.054484461,Breads,130.131,OUT046,1997,Small,Tier 1,Supermarket Type1,1557.972
DRE60,9.395,Low Fat,0.159304333,Soft Drinks,226.172,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.324
FDO49,10.6,reg,0.033052168,Breakfast,49.7008,OUT046,1997,Small,Tier 1,Supermarket Type1,961.4152
FDI32,17.7,Low Fat,0.174340475,Fruits and Vegetables,116.6834,OUT035,2004,Small,Tier 2,Supermarket Type1,3570.6854
FDO21,11.6,Regular,0.009761175,Snack Foods,226.9404,OUT035,2004,Small,Tier 2,Supermarket Type1,1800.3232
FDS37,7.655,Low Fat,0.032009653,Canned,117.2492,OUT045,2002,,Tier 2,Supermarket Type1,2432.8332
NCX18,14.15,Low Fat,0.00879232,Household,195.011,OUT035,2004,Small,Tier 2,Supermarket Type1,1964.11
FDN01,8.895,Low Fat,0.072545601,Breakfast,176.237,OUT045,2002,,Tier 2,Supermarket Type1,1764.37
FDO01,21.1,Regular,0.020803054,Breakfast,129.7994,OUT018,2009,Medium,Tier 3,Supermarket Type2,1284.994
FDQ32,17.85,Regular,0.046608497,Fruits and Vegetables,122.9388,OUT046,1997,Small,Tier 1,Supermarket Type1,3095.97
FDZ36,6.035,Regular,0.065771344,Baking Goods,185.324,OUT035,2004,Small,Tier 2,Supermarket Type1,3728.48
NCB30,14.6,Low Fat,0.02575512,Household,199.6084,OUT045,2002,,Tier 2,Supermarket Type1,3769.7596
FDH52,,Regular,0.043690499,Frozen Foods,60.2194,OUT027,1985,Medium,Tier 3,Supermarket Type3,1733.7432
NCN29,15.2,Low Fat,0.012141036,Health and Hygiene,48.7034,OUT045,2002,,Tier 2,Supermarket Type1,680.4476
NCP43,17.75,Low Fat,0.030568919,Others,177.866,OUT045,2002,,Tier 2,Supermarket Type1,2336.958
DRN37,9.6,Low Fat,0.096217262,Soft Drinks,168.5158,OUT013,1987,High,Tier 3,Supermarket Type1,3342.316
FDK08,9.195,Regular,0.122202946,Fruits and Vegetables,100.1016,OUT013,1987,High,Tier 3,Supermarket Type1,1619.2256
FDY25,12.0,Low Fat,0.033946163,Canned,179.3976,OUT013,1987,High,Tier 3,Supermarket Type1,3440.8544
FDD50,,Low Fat,0.14095631,Canned,167.7132,OUT027,1985,Medium,Tier 3,Supermarket Type3,3889.6036
NCR17,9.8,Low Fat,0.024432767,Health and Hygiene,116.4492,OUT045,2002,,Tier 2,Supermarket Type1,2780.3808
FDQ48,14.3,Regular,0.034551415,Baking Goods,98.1726,OUT018,2009,Medium,Tier 3,Supermarket Type2,685.1082
FDP19,11.5,Low Fat,0.173516063,Fruits and Vegetables,128.1652,OUT046,1997,Small,Tier 1,Supermarket Type1,2454.1388
FDD53,16.2,Low Fat,0.074019393,Frozen Foods,41.7454,OUT010,1998,,Tier 3,Grocery Store,83.8908
FDQ23,6.55,Low Fat,0.024505418,Breads,102.9332,OUT013,1987,High,Tier 3,Supermarket Type1,1845.5976
FDO51,,Regular,0.041779181,Meat,43.4112,OUT027,1985,Medium,Tier 3,Supermarket Type3,1107.8912
FDO19,17.7,Regular,0.016582833,Fruits and Vegetables,50.5034,OUT013,1987,High,Tier 3,Supermarket Type1,1458.102
FDM56,16.7,Low Fat,0.070133177,Fruits and Vegetables,109.8912,OUT013,1987,High,Tier 3,Supermarket Type1,873.5296
FDL24,10.3,Regular,0.024935297,Baking Goods,172.0422,OUT049,1999,Medium,Tier 1,Supermarket Type1,3966.1706
FDB08,6.055,Low Fat,0.031151714,Fruits and Vegetables,158.7578,OUT049,1999,Medium,Tier 1,Supermarket Type1,2085.9514
NCB18,19.6,Low Fat,0.041355366,Household,88.7514,OUT049,1999,Medium,Tier 1,Supermarket Type1,2656.542
DRD12,6.96,Low Fat,0.077193561,Soft Drinks,89.9146,OUT046,1997,Small,Tier 1,Supermarket Type1,1277.0044
FDO40,17.1,Low Fat,0.032761024,Frozen Foods,148.8392,OUT018,2009,Medium,Tier 3,Supermarket Type2,2087.9488
NCR29,7.565,Low Fat,0.054630544,Health and Hygiene,57.393,OUT035,2004,Small,Tier 2,Supermarket Type1,735.709
FDW28,18.25,Low Fat,0.088807455,Frozen Foods,197.3452,OUT035,2004,Small,Tier 2,Supermarket Type1,2740.4328
FDP19,11.5,LF,0.290430317,Fruits and Vegetables,130.6652,OUT010,1998,,Tier 3,Grocery Store,258.3304
FDV49,10.0,Low Fat,0.025867353,Canned,264.6226,OUT049,1999,Medium,Tier 1,Supermarket Type1,4757.8068
FDU32,8.785,Low Fat,0.0,Fruits and Vegetables,123.0414,OUT010,1998,,Tier 3,Grocery Store,121.8414
NCQ41,14.8,Low Fat,0.01946418,Health and Hygiene,196.3794,OUT013,1987,High,Tier 3,Supermarket Type1,1950.794
FDT37,14.15,Low Fat,0.035263498,Canned,254.8014,OUT035,2004,Small,Tier 2,Supermarket Type1,2040.0112
FDV60,20.2,Regular,0.117543713,Baking Goods,197.311,OUT049,1999,Medium,Tier 1,Supermarket Type1,3338.987
FDT11,5.94,Regular,0.029492018,Breads,188.0556,OUT018,2009,Medium,Tier 3,Supermarket Type2,938.778
FDW44,9.5,Regular,0.035222503,Fruits and Vegetables,170.1448,OUT045,2002,,Tier 2,Supermarket Type1,1874.8928
FDL20,17.1,Low Fat,0.0,Fruits and Vegetables,111.9886,OUT046,1997,Small,Tier 1,Supermarket Type1,3002.0922
FDD16,20.5,Low Fat,0.036353098,Frozen Foods,75.8696,OUT046,1997,Small,Tier 1,Supermarket Type1,2386.2272
FDY03,17.6,Regular,0.076276208,Meat,110.9202,OUT045,2002,,Tier 2,Supermarket Type1,1687.803
FDZ59,6.63,Regular,0.104183308,Baking Goods,166.15,OUT049,1999,Medium,Tier 1,Supermarket Type1,3828.35
FDZ19,6.425,Low Fat,0.093983518,Fruits and Vegetables,175.5712,OUT017,2007,,Tier 2,Supermarket Type1,1230.3984
DRD13,15.0,Low Fat,0.049038621,Soft Drinks,65.4168,OUT013,1987,High,Tier 3,Supermarket Type1,1661.8368
FDI48,11.85,Regular,0.0,Baking Goods,51.2666,OUT035,2004,Small,Tier 2,Supermarket Type1,410.1328
DRI59,9.5,Low Fat,0.041065647,Hard Drinks,223.5088,OUT017,2007,,Tier 2,Supermarket Type1,4697.8848
NCK29,5.615,Low Fat,0.126480422,Health and Hygiene,121.573,OUT017,2007,,Tier 2,Supermarket Type1,3202.498
FDB27,,Low Fat,0.055121892,Dairy,196.7768,OUT027,1985,Medium,Tier 3,Supermarket Type3,5912.304
FDR21,19.7,Low Fat,0.066922802,Snack Foods,174.837,OUT035,2004,Small,Tier 2,Supermarket Type1,2999.429
FDT31,19.75,Low Fat,0.01247354,Fruits and Vegetables,187.5872,OUT045,2002,,Tier 2,Supermarket Type1,1323.6104
FDD02,16.6,Low Fat,0.050369191,Canned,117.2124,OUT049,1999,Medium,Tier 1,Supermarket Type1,1422.1488
FDH41,9.0,Low Fat,0.081996013,Frozen Foods,216.2534,OUT035,2004,Small,Tier 2,Supermarket Type1,4301.068
FDP10,,Low Fat,0.127469857,Snack Foods,107.7622,OUT027,1985,Medium,Tier 3,Supermarket Type3,4022.7636
NCG30,20.2,Low Fat,0.112227747,Household,123.5046,OUT013,1987,High,Tier 3,Supermarket Type1,2739.1012
FDN22,18.85,Regular,0.139087683,Snack Foods,251.7724,OUT017,2007,,Tier 2,Supermarket Type1,3020.0688
NCO53,16.2,Low Fat,0.176175402,Health and Hygiene,184.0608,OUT017,2007,,Tier 2,Supermarket Type1,2021.3688
NCP53,14.75,Low Fat,0.032862976,Health and Hygiene,238.6906,OUT013,1987,High,Tier 3,Supermarket Type1,4278.4308
FDW36,,Low Fat,0.099681705,Baking Goods,107.4622,OUT019,1985,Small,Tier 1,Grocery Store,317.5866
FDI12,9.395,Regular,0.100602552,Baking Goods,88.3856,OUT045,2002,,Tier 2,Supermarket Type1,703.0848
FDC29,8.39,Regular,0.024304264,Frozen Foods,114.0176,OUT018,2009,Medium,Tier 3,Supermarket Type2,1488.7288
NCD54,21.1,Low Fat,0.029008944,Household,143.3786,OUT046,1997,Small,Tier 1,Supermarket Type1,866.8716
FDD44,8.05,Regular,0.078522357,Fruits and Vegetables,257.1646,OUT049,1999,Medium,Tier 1,Supermarket Type1,6183.9504
FDS08,5.735,Low Fat,0.05696122,Fruits and Vegetables,176.337,OUT046,1997,Small,Tier 1,Supermarket Type1,1764.37
FDH48,13.5,Low Fat,0.0,Baking Goods,88.054,OUT013,1987,High,Tier 3,Supermarket Type1,1211.756
FDW47,15.0,Low Fat,0.046469277,Breads,123.8414,OUT045,2002,,Tier 2,Supermarket Type1,1340.2554
FDL57,15.1,Regular,0.067181098,Snack Foods,258.8304,OUT049,1999,Medium,Tier 1,Supermarket Type1,5424.9384
FDY38,13.6,Regular,0.119077255,Dairy,231.23,OUT013,1987,High,Tier 3,Supermarket Type1,2330.3
DRN59,15.0,Low Fat,0.064504433,Hard Drinks,47.306,OUT017,2007,,Tier 2,Supermarket Type1,652.484
